name, b3lyp-t1-min-confs, b3lyp-t2-min-confs, min-G-t1, min-G-t2, confs-bw-G-t1, confs-bw-G-t1, confs-bw-rot-G-t1, confs-bw-rot-G-t1, exp-dG, min-dG, confs-bw-dG, confs-bw-rot-dG 
molDWRow_603, 2, 1, -573821.8, -573826.6, -573821.9, -573826.6, -573823.0, -573827.7, -3.13789, -4.8, -4.7, -4.7 
molDWRow_604, 4, 2, -573818.7, -573825.0, -573818.9, -573825.4, -573820.0, -573826.5, -6.54864, -6.4, -6.5, -6.5 
molDWRow_605, 4, 2, -510825.9, -510828.9, -510826.2, -510829.2, -510827.3, -510830.3, -3.0014600000000002, -3.0, -3.0, -3.0 
molDWRow_606, 3, 1, -510823.5, -510833.3, -510823.7, -510833.3, -510824.8, -510834.4, -6.27578, -9.8, -9.6, -9.6 
molDWRow_607, 2, 1, -371166.3, -371169.2, -371166.3, -371169.2, -371167.4, -371170.2, -2.8650300000000004, -2.9, -2.8, -2.8 
molDWRow_608, 2, 1, -371154.6, -371161.1, -371154.7, -371161.1, -371155.8, -371162.2, -6.6850700000000005, -6.5, -6.4, -6.4 
molDWRow_609, 4, 3, -442288.8, -442291.6, -442289.4, -442292.0, -442290.5, -442293.0, -2.59217, -2.8, -2.6, -2.6 
molDWRow_610, 4, 2, -442282.0, -442290.3, -442282.5, -442290.5, -442283.5, -442291.6, -6.412210000000001, -8.4, -8.1, -8.1 
molDWRow_613, 10, 5, -491431.3, -491435.4, -491432.1, -491435.8, -491432.5, -491436.2, -2.04645, -4.2, -3.6, -3.6 
molDWRow_614, 5, 7, -491423.2, -491430.1, -491423.6, -491430.7, -491424.1, -491431.1, -6.54864, -6.9, -7.1, -7.1 
molDWRow_615, 2, 1, -587713.3, -587714.2, -587713.4, -587714.2, -587713.4, -587715.0, -1.63716, -0.8, -0.8, -1.6 
molDWRow_616, 2, 1, -587707.2, -587714.6, -587707.3, -587714.6, -587707.3, -587715.4, -6.412210000000001, -7.3, -7.3, -8.1 
molDWRow_617, 2, 1, -1914218.2, -1914220.0, -1914218.3, -1914220.0, -1914218.3, -1914220.8, -1.5007300000000001, -1.7, -1.6, -2.4 
molDWRow_618, 2, 1, -1914213.4, -1914221.1, -1914213.5, -1914221.1, -1914213.5, -1914222.0, -6.412210000000001, -7.7, -7.6, -8.4 
molDWRow_619, 2, 1, -357195.3, -357198.2, -357195.4, -357198.2, -357195.4, -357198.2, -1.22787, -2.8, -2.8, -2.8 
molDWRow_620, 2, 1, -357197.1, -357206.3, -357197.3, -357206.3, -357197.3, -357206.3, -6.13935, -9.2, -8.9, -8.9 
molDWRow_621, 6, 4, -668201.3, -668204.1, -668201.7, -668204.3, -668202.8, -668205.3, -1.0914400000000002, -2.7, -2.5, -2.5 
molDWRow_622, 6, 4, -668200.5, -668208.8, -668200.9, -668209.1, -668201.9, -668210.1, -6.13935, -8.3, -8.2, -8.2 
molDWRow_623, 2, 1, -361606.1, -361606.0, -361606.3, -361606.0, -361606.3, -361606.9, -0.5457200000000001, 0.1, 0.2, -0.6 
molDWRow_624, 1, 1, -361594.0, -361602.3, -361594.0, -361602.3, -361594.0, -361603.1, -6.412210000000001, -8.3, -8.3, -9.1 
molDWRow_629, 1, 1, -395680.4, -395693.7, -395680.4, -395693.7, -395680.8, -395694.6, -10.64154, -13.4, -13.4, -13.8 
molDWRow_630, 2, 1, -213002.4, -213009.0, -213002.7, -213009.0, -213002.7, -213009.4, -4.22933, -6.6, -6.3, -6.7 
molDWRow_631, 2, 1, -309369.5, -309379.2, -309369.5, -309379.2, -309369.5, -309379.2, -5.59363, -9.7, -9.6, -9.6 
molDWRow_632, 2, 1, -309392.4, -309396.4, -309392.4, -309396.4, -309392.4, -309396.4, -6.0029200000000005, -4.0, -4.0, -4.0 
molDWRow_634, 7, 4, -540718.3, -540725.4, -540718.6, -540725.7, -540720.5, -540727.6, -4.91148, -7.1, -7.1, -7.1 
molDWRow_636, 10, 11, -741434.4, -741436.0, -741434.6, -741436.9, -741437.2, -741439.4, -2.7286, -1.7, -2.3, -2.3 
molDWRow_643, 1, 2, -694154.0, -694158.9, -694154.0, -694158.9, -694154.0, -694158.9, -1.91002, -4.9, -4.9, -4.9 
molDWRow_644, 2, 1, -452971.3, -452987.0, -452971.4, -452987.0, -452971.4, -452987.4, -8.731520000000002, -15.6, -15.6, -16.0 
molDWRow_648, 13, 12, -669543.9, -669534.0, -669544.8, -669534.4, -669545.6, -669535.2, 10.36868, 10.0, 10.4, 10.4 
molDWRow_649, 8, 6, -348003.6, -347996.6, -348004.4, -347996.8, -348006.3, -347998.7, 8.731520000000002, 7.1, 7.6, 7.6 
molDWRow_66, 3, 2, -385592.9, -385593.6, -385593.1, -385593.7, -385593.9, -385594.1, -1.664446, -0.7, -0.6, -0.2 
molDWRow_67, 4, 3, -410248.3, -410244.2, -410248.6, -410244.2, -410250.0, -410245.7, 3.110604, 4.1, 4.3, 4.3 
molDWRow_675, 12, 9, -574691.2, -574693.6, -574692.0, -574694.3, -574695.6, -574697.0, 0.40929, -2.5, -2.3, -1.5 
molDWRow_68, 6, 6, -530512.4, -530509.6, -530513.1, -530509.9, -530514.0, -530510.8, 2.605813, 2.8, 3.2, 3.2 
molDWRow_708, 11, 15, -419103.3, -419109.0, -419104.2, -419109.4, -419106.1, -419110.9, -2.7286, -5.8, -5.2, -4.7 
molDWRow_73, 2, 3, -573820.6, -573815.3, -573820.9, -573815.6, -573822.4, -573817.1, -0.81858, 5.3, 5.3, 5.3 
molDWRow_735, 7, 6, -526308.3, -526297.8, -526308.9, -526298.3, -526311.9, -526300.8, 1.405229, 10.5, 10.7, 11.1 
molDWRow_74, 1, 2, -549172.2, -549165.0, -549172.2, -549165.2, -549173.1, -549165.6, 1.3643, 7.2, 7.0, 7.4 
molDWRow_758, 17, 14, -900377.0, -900378.7, -900377.6, -900379.2, -900381.0, -900382.6, 1.3643, -1.8, -1.6, -1.6 
molDWRow_767, 13, 7, -669583.5, -669579.6, -669584.2, -669580.3, -669585.6, -669581.8, 6.8215, 3.9, 3.9, 3.9 
molDWRow_768, 9, 4, -767277.7, -767275.4, -767278.3, -767275.9, -767280.2, -767277.8, 4.0929, 2.3, 2.5, 2.5 
molDWRow_77, 1, 2, -307480.2, -307473.5, -307480.2, -307473.6, -307481.1, -307474.0, 2.31931, 6.7, 6.7, 7.1 
molDWRow_78, 4, 2, -332126.3, -332122.3, -332126.9, -332122.4, -332128.4, -332123.4, 1.63716, 4.0, 4.6, 5.0 
molDWRow_784, 17, 15, -861829.7, -861833.8, -861830.6, -861834.4, -861834.4, -861838.2, 1.3643, -4.1, -3.8, -3.8 
molDWRow_787, 9, 5, -492778.6, -492780.7, -492778.9, -492780.7, -492779.3, -492781.1, -0.586649, -2.2, -1.8, -1.8 
molDWRow_788, 6, 3, -492780.5, -492783.8, -492780.9, -492783.9, -492781.3, -492784.4, -0.6685070000000001, -3.3, -3.1, -3.1 
molDWRow_789, 5, 1, -372510.1, -372514.1, -372510.1, -372514.1, -372511.2, -372515.2, -2.5375980000000005, -4.0, -4.0, -4.0 
molDWRow_79, 10, 5, -356772.8, -356768.3, -356773.4, -356768.7, -356775.3, -356770.2, 1.91002, 4.5, 4.7, 5.1 
molDWRow_80, 7, 4, -381419.4, -381413.5, -381420.2, -381413.9, -381423.1, -381416.4, 3.41075, 5.9, 6.3, 6.7 
molDWRow_81, 2, 4, -452389.9, -452387.7, -452390.3, -452388.0, -452391.1, -452388.4, -0.13643000000000002, 2.2, 2.3, 2.7 
molDWRow_810, 5, 5, -502833.9, -502836.3, -502833.9, -502836.3, -502834.3, -502836.7, -0.573006, -2.4, -2.4, -2.4 
molDWRow_811, 5, 4, -502834.6, -502837.5, -502834.6, -502837.5, -502835.0, -502837.9, -0.695793, -2.9, -2.9, -2.9 
molDWRow_812, 6, 5, -502829.7, -502833.9, -502830.2, -502833.9, -502830.6, -502834.3, -0.832223, -4.2, -3.7, -3.7 
molDWRow_82, 2, 2, -595862.2, -595861.0, -595862.6, -595861.0, -595863.4, -595861.5, 1.0368680000000001, 1.2, 1.6, 2.0 
molDWRow_83, 2, 2, -1922370.7, -1922366.9, -1922371.1, -1922367.0, -1922371.9, -1922367.4, 0.286503, 3.8, 4.1, 4.5 
molDWRow_836, 1, 1, -405595.9, -405599.5, -405595.9, -405599.5, -405596.3, -405601.0, -6.13935, -3.6, -3.6, -4.7 
molDWRow_837, 2, 1, -501963.5, -501969.8, -501964.0, -501969.8, -501964.0, -501970.7, -6.8215, -6.3, -5.9, -6.7 
molDWRow_839, 2, 1, -415650.7, -415656.4, -415651.1, -415656.4, -415651.1, -415656.8, -5.4572, -5.6, -5.3, -5.7 
molDWRow_84, 2, 3, -290115.7, -290114.4, -290115.7, -290115.0, -290119.9, -290118.3, -1.7735900000000002, 1.4, 0.8, 1.6 
molDWRow_840, 1, 1, -512018.5, -512026.1, -512018.5, -512026.1, -512018.5, -512026.1, -6.6850700000000005, -7.7, -7.7, -7.7 
molDWRow_85, 11, 9, -339408.2, -339408.7, -339408.9, -339409.7, -339414.2, -339414.6, -2.8650300000000004, -0.5, -0.8, -0.4 
molDWRow_853, 8, 7, -397143.8, -397125.1, -397144.4, -397125.8, -397145.6, -397127.0, 1.4325150000000002, 18.7, 18.6, 18.6 
molDWRow_865, 3, 1, -300792.3, -300794.6, -300792.3, -300794.6, -300794.4, -300797.2, -0.81858, -2.3, -2.3, -2.7 
molDWRow_866, 3, 1, -286197.7, -286196.3, -286197.7, -286196.3, -286198.7, -286197.8, -0.27286000000000005, 1.4, 1.4, 1.0 
molDWRow_867, 5, 4, -406465.9, -406464.3, -406465.9, -406464.3, -406466.3, -406465.1, 1.5007300000000001, 1.5, 1.5, 1.1 
molDWRow_895, 12, 6, -611849.2, -611854.5, -611849.3, -611855.1, -611851.2, -611857.0, -4.91148, -5.3, -5.8, -5.8 
molDWRow_916, 1, 1, -293163.0, -293160.2, -293163.0, -293160.2, -293163.4, -293160.6, 1.3643, 2.7, 2.7, 2.7 
molDWRow_919, 1, 1, -317794.7, -317794.7, -317794.7, -317794.7, -317795.8, -317796.2, -0.81858, 0.0, 0.0, -0.4 
molDWRow_933, 1, 1, -293178.8, -293177.2, -293178.8, -293177.2, -293179.2, -293177.6, 1.63716, 1.6, 1.6, 1.6 
molDWRow_948, 1, 1, -317809.5, -317814.3, -317809.5, -317814.3, -317810.5, -317815.8, -2.7286, -4.9, -4.9, -5.3 
molDWRow_952, 1, 1, -1756809.1, -1756811.7, -1756809.1, -1756811.7, -1756809.5, -1756812.2, -2.7286, -2.7, -2.7, -2.7 
molDWRow_953, 1, 1, -430302.2, -430305.4, -430302.2, -430305.4, -430302.6, -430305.8, -2.251095, -3.2, -3.2, -3.2 
molDWRow_954, 1, 1, -286831.3, -286831.6, -286831.3, -286831.6, -286831.8, -286832.0, -1.7735900000000002, -0.3, -0.3, -0.3 
molDWRow_967, 1, 1, -355527.9, -355527.6, -355527.9, -355527.6, -355529.0, -355528.6, 4.365760000000001, 0.3, 0.3, 0.3 
molDWRow_973, 2, 2, -155879.2, -155896.3, -155879.5, -155896.3, -155881.6, -155898.9, -12.41513, -17.1, -16.8, -17.2 
molDWRow_974, 5, 4, -204432.0, -204446.1, -204432.5, -204446.5, -204434.1, -204448.6, -10.36868, -14.1, -14.1, -14.5 
molDWRow_975, 4, 2, -179782.8, -179798.3, -179783.3, -179798.6, -179784.6, -179800.3, -9.5501, -15.5, -15.3, -15.7 
molDWRow_978, 4, 2, -203677.6, -203692.4, -203678.0, -203692.8, -203678.9, -203694.0, -9.68653, -14.8, -14.7, -15.1 
molDWRow_979, 4, 2, -203677.8, -203693.1, -203678.3, -203693.5, -203679.1, -203694.7, -7.50365, -15.3, -15.2, -15.6 
molDWRow_980, 2, 1, -179027.6, -179042.5, -179027.8, -179042.5, -179028.2, -179043.3, -6.6850700000000005, -14.9, -14.7, -15.2 
molDWRow_981, 2, 1, -179031.6, -179045.5, -179031.8, -179045.5, -179032.2, -179046.4, -8.86795, -13.9, -13.8, -14.2 
molDWRow_982, 2, 1, -202951.3, -202956.7, -202951.3, -202956.7, -202951.3, -202958.2, -4.77505, -5.4, -5.4, -6.9 
molDWRow_983, 2, 1, -227601.8, -227606.2, -227601.9, -227606.2, -227603.0, -227607.7, -4.91148, -4.4, -4.3, -4.7 
molDWRow_984, 1, 1, -227602.3, -227609.5, -227602.3, -227609.5, -227603.4, -227611.0, -4.91148, -7.1, -7.1, -7.6 
molDWRow_985, 2, 1, -274798.8, -274801.6, -274798.9, -274801.6, -274800.0, -274803.1, -1.991878, -2.8, -2.7, -3.1 
molDWRow_986, 2, 2, -250157.1, -250164.3, -250157.3, -250164.3, -250157.3, -250164.7, -3.95647, -7.1, -7.0, -7.4 
molDWRow_987, 2, 2, -250164.9, -250166.4, -250165.0, -250166.4, -250165.4, -250166.8, -1.7735900000000002, -1.5, -1.4, -1.4 
molDWRow_988, 2, 1, -1817850.7, -1817854.0, -1817850.7, -1817854.0, -1817850.7, -1817855.5, -3.0014600000000002, -3.3, -3.2, -4.7 
molDWRow_989, 2, 1, -3432747.5, -3432750.9, -3432747.6, -3432750.9, -3432747.6, -3432752.3, -2.660385, -3.3, -3.3, -4.8 
molDWRow_990, 2, 1, -491344.3, -491347.1, -491344.4, -491347.1, -491344.4, -491348.6, -3.069675, -2.8, -2.7, -4.2 
molDWRow_991, 2, 1, -779734.2, -779737.8, -779734.3, -779737.8, -779734.3, -779739.3, -2.8650300000000004, -3.6, -3.4, -4.9 
molDWRow_992, 2, 1, -491346.8, -491347.1, -491347.0, -491347.1, -491347.0, -491348.6, -1.4325150000000002, -0.3, -0.1, -1.6 
molDWRow_995, 4, 2, -237686.1, -237693.8, -237686.6, -237694.0, -237687.0, -237694.8, -7.3672200000000005, -7.7, -7.4, -7.8 
molDWRow_996, 6, 2, -237687.5, -237691.7, -237688.1, -237692.1, -237688.5, -237692.9, -4.50219, -4.2, -4.0, -4.4 
molDWRow_997, 2, 1, -299321.9, -299329.5, -299321.9, -299329.5, -299321.9, -299330.4, -6.13935, -7.7, -7.6, -8.4 
molDWRow_999, 2, 1, -299319.9, -299328.9, -299320.0, -299328.9, -299320.0, -299329.7, -7.23079, -8.9, -8.9, -9.7 
